2024-12-17 11:00:59 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.piramal.sukrtya.SpringBootDemoApplicationTests]: SpringBootDemoApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-12-17 11:01:00 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.piramal.sukrtya.SpringBootSukrtyaApplication for test class com.piramal.sukrtya.SpringBootDemoApplicationTests
2024-12-17 11:01:01 [main] INFO  com.piramal.sukrtya.SpringBootDemoApplicationTests - Starting SpringBootDemoApplicationTests using Java 17.0.12 with PID 12260 (started by Sourabh Tanti in D:\DIGITCore\sukrtya)
2024-12-17 11:01:01 [main] INFO  com.piramal.sukrtya.SpringBootDemoApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-12-17 11:01:04 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-12-17 11:01:04 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 188 ms. Found 2 JPA repository interfaces.
2024-12-17 11:01:06 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-12-17 11:01:06 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection conn0: url=jdbc:h2:mem:public user=SA
2024-12-17 11:01:06 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-12-17 11:01:07 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-12-17 11:01:07 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
2024-12-17 11:01:07 [main] INFO  org.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-12-17 11:01:08 [main] INFO  org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-12-17 11:01:08 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-12-17 11:01:10 [main] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-12-17 11:01:10 [main] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-12-17 11:01:12 [main] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-12-17 11:01:13 [main] INFO  org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2024-12-17 11:01:15 [main] INFO  com.piramal.sukrtya.SpringBootDemoApplicationTests - Started SpringBootDemoApplicationTests in 14.74 seconds (process running for 19.507)
2024-12-17 11:01:17 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-12-17 11:01:17 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-12-17 11:01:17 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-12-17 13:59:10 [main] INFO  com.piramal.sukrtya.SpringBootSukrtyaApplication - Starting SpringBootSukrtyaApplication using Java 23.0.1 with PID 5788 (D:\DIGITCore\sukrtya\target\classes started by Sourabh Tanti in D:\DIGITCore\sukrtya)
2024-12-17 13:59:10 [main] INFO  com.piramal.sukrtya.SpringBootSukrtyaApplication - No active profile set, falling back to 1 default profile: "default"
